meet_name,facility_name,meet_start_date,meet_end_date,mm_athlete_id,usas_id,first_name,last_name,gender,team,event_no,stroke,distance,seed_time,round,time,course,heat,lane,heat_place,overall_place,backup_time_1,backup_time_2,reaction_time
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,84,4786000F3F574A,Aaron,Gasiewicz,M,UKY,38,Fly,200,114.79,F,105.83,Y,2,7,4,6,105.96,105.89,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,84,4786000F3F574A,Aaron,Gasiewicz,M,UKY,38,Fly,200,114.79,P,105.72,Y,3,1,4,8,105.81,105.90,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,85,35F50B72DBD343,Adomas,Gatulis,M,UKY,8,Medley,200,114.37,F,106.56,Y,3,7,6,8,106.68,106.68,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,85,35F50B72DBD343,Adomas,Gatulis,M,UKY,8,Medley,200,114.37,P,106.87,Y,2,1,4,10,107.03,107.00,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,85,35F50B72DBD343,Adomas,Gatulis,M,UKY,24,Breast,100,56.14,F,52.85,Y,3,5,2,2,53.02,52.97,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,85,35F50B72DBD343,Adomas,Gatulis,M,UKY,24,Breast,100,56.14,P,52.97,Y,1,6,1,2,52.95,53.03,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,85,35F50B72DBD343,Adomas,Gatulis,M,UKY,36,Breast,200,125.27,F,117.27,Y,2,7,4,6,117.32,117.23,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,85,35F50B72DBD343,Adomas,Gatulis,M,UKY,36,Breast,200,125.27,P,119.11,Y,1,6,4,8,119.24,119.19,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,87,DA364ACD8DEDA6,Caue,Gluck,M,UKY,6,Free,500,270.60,F,260.96,Y,3,5,5,7,261.03,261.29,0.82
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,87,DA364ACD8DEDA6,Caue,Gluck,M,UKY,6,Free,500,270.60,P,258.99,Y,3,6,2,4,259.21,259.14,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,87,DA364ACD8DEDA6,Caue,Gluck,M,UKY,22,Free,200,99.14,F,96.93,Y,2,7,6,8,97.07,97.06,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,87,DA364ACD8DEDA6,Caue,Gluck,M,UKY,22,Free,200,99.14,P,96.77,Y,4,7,2,11,96.75,96.73,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,87,DA364ACD8DEDA6,Caue,Gluck,M,UKY,30,Free,1650,599.98,F,930.61,Y,1,7,1,5,930.80,930.63,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,87,DA364ACD8DEDA6,Caue,Gluck,M,UKY,34,Free,100,48.00,F,45.44,Y,1,2,6,22,45.61,45.48,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,87,DA364ACD8DEDA6,Caue,Gluck,M,UKY,34,Free,100,48.00,P,45.17,Y,1,2,2,21,45.34,45.23,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,88,EA887F52494143,Elijah,Greinke,M,UKY,10,Free,50,22.23,P,21.76,Y,1,5,2,26,22.10,21.87,0.86
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,88,EA887F52494143,Elijah,Greinke,M,UKY,24,Breast,100,58.22,F,56.12,Y,1,6,6,14,56.21,56.19,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,88,EA887F52494143,Elijah,Greinke,M,UKY,24,Breast,100,58.22,P,55.93,Y,1,7,5,12,55.86,55.93,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,88,EA887F52494143,Elijah,Greinke,M,UKY,36,Breast,200,130.65,F,122.31,Y,1,3,4,12,122.34,122.30,0.56
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,88,EA887F52494143,Elijah,Greinke,M,UKY,36,Breast,200,130.65,P,122.91,Y,1,1,6,11,123.01,123.00,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,89,A6E5F9BF9CEE4F,Elizabeth,Grether,F,UKY,5,Free,500,306.13,F,285.61,Y,2,2,5,7,285.73,285.64,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,89,A6E5F9BF9CEE4F,Elizabeth,Grether,F,UKY,5,Free,500,306.13,P,288.07,Y,1,7,3,9,288.41,288.15,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,89,A6E5F9BF9CEE4F,Elizabeth,Grether,F,UKY,21,Free,200,113.24,F,109.18,Y,1,4,5,21,109.34,109.38,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,89,A6E5F9BF9CEE4F,Elizabeth,Grether,F,UKY,21,Free,200,113.24,P,109.16,Y,1,3,2,17,109.25,109.31,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,89,A6E5F9BF9CEE4F,Elizabeth,Grether,F,UKY,31,Back,200,121.26,F,117.07,Y,2,6,4,12,117.22,117.23,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,89,A6E5F9BF9CEE4F,Elizabeth,Grether,F,UKY,31,Back,200,121.26,P,117.75,Y,2,7,4,13,117.81,117.76,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,90,44F5591EC24540,Jack,Hamilton,M,UKY,8,Medley,200,121.08,P,111.73,Y,1,3,3,25,111.86,111.85,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,90,44F5591EC24540,Jack,Hamilton,M,UKY,26,Back,100,50.55,F,48.46,Y,1,8,7,15,48.58,48.75,0.58
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,90,44F5591EC24540,Jack,Hamilton,M,UKY,26,Back,100,50.55,P,49.03,Y,1,7,8,19,49.20,49.07,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,90,44F5591EC24540,Jack,Hamilton,M,UKY,32,Back,200,113.42,F,108.19,Y,1,8,7,15,108.36,108.19,0.60
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,90,44F5591EC24540,Jack,Hamilton,M,UKY,32,Back,200,113.42,P,108.25,Y,1,7,6,17,108.27,108.27,0.60
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,91,A168374DBA4645,Samantha,Hamilton,F,UKY,5,Free,500,298.04,F,287.13,Y,2,7,6,8,287.23,287.24,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,91,A168374DBA4645,Samantha,Hamilton,F,UKY,5,Free,500,298.04,P,288.26,Y,3,7,3,10,288.46,288.22,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,91,A168374DBA4645,Samantha,Hamilton,F,UKY,19,Medley,400,272.23,F,258.19,Y,1,2,2,10,258.35,258.33,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,91,A168374DBA4645,Samantha,Hamilton,F,UKY,19,Medley,400,272.23,P,262.48,Y,1,6,5,13,263.02,262.66,0.73
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,91,A168374DBA4645,Samantha,Hamilton,F,UKY,29,Free,1650,610.94,F,995.96,Y,2,1,4,4,996.32,996.36,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,92,57C24B072BF743,Calix,Hammett,M,UKY,10,Free,50,21.30,F,20.83,Y,1,8,7,23,21.09,21.07,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,92,57C24B072BF743,Calix,Hammett,M,UKY,10,Free,50,21.30,P,20.70,Y,2,8,8,25,20.89,20.81,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,92,57C24B072BF743,Calix,Hammett,M,UKY,18,Fly,100,52.90,F,50.26,Y,1,2,4,20,50.55,50.52,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,92,57C24B072BF743,Calix,Hammett,M,UKY,18,Fly,100,52.90,P,50.18,Y,1,5,2,23,50.30,50.23,0.81
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,92,57C24B072BF743,Calix,Hammett,M,UKY,34,Free,100,46.95,F,45.95,Y,1,7,8,24,45.93,45.97,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,92,57C24B072BF743,Calix,Hammett,M,UKY,34,Free,100,46.95,P,45.24,Y,1,5,3,22,45.37,45.44,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,93,EE0348FE8BFE00,Gavin,Hang,M,UKY,12,3m,6,319.50,F,313.20,Y,1,8,6,6,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,93,EE0348FE8BFE00,Gavin,Hang,M,UKY,12,3m,6,319.50,P,304.50,Y,1,8,5,5,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,93,EE0348FE8BFE00,Gavin,Hang,M,UKY,28,1m,6,281.25,F,237.10,Y,1,2,11,11,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,93,EE0348FE8BFE00,Gavin,Hang,M,UKY,28,1m,6,281.25,P,225.40,Y,1,9,11,11,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,93,EE0348FE8BFE00,Gavin,Hang,M,UKY,40,10m,6,0.00,F,234.25,Y,1,4,6,7,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,94,7489864BE56D41,Lydia,Hanlon,F,UKY,17,Fly,100,57.30,F,53.85,Y,2,7,5,7,53.90,53.96,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,94,7489864BE56D41,Lydia,Hanlon,F,UKY,17,Fly,100,57.30,P,54.61,Y,3,1,5,13,54.75,54.69,0.73
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,94,7489864BE56D41,Lydia,Hanlon,F,UKY,25,Back,100,57.10,F,54.82,Y,1,1,7,15,55.16,54.96,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,94,7489864BE56D41,Lydia,Hanlon,F,UKY,25,Back,100,57.10,P,55.46,Y,3,1,6,16,55.53,55.67,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,94,7489864BE56D41,Lydia,Hanlon,F,UKY,31,Back,200,123.82,F,119.02,Y,2,8,7,15,119.34,119.16,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,94,7489864BE56D41,Lydia,Hanlon,F,UKY,31,Back,200,123.82,P,120.72,Y,3,8,6,17,120.94,120.90,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,95,ECCE4779628F48,Madison,Hartley,F,UKY,7,Medley,200,128.18,P,123.36,Y,1,5,3,23,123.51,123.44,0.98
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,95,ECCE4779628F48,Madison,Hartley,F,UKY,17,Fly,100,56.70,F,54.04,Y,2,6,6,8,54.27,54.21,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,95,ECCE4779628F48,Madison,Hartley,F,UKY,17,Fly,100,56.70,P,54.33,Y,1,7,4,11,54.49,54.39,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,95,ECCE4779628F48,Madison,Hartley,F,UKY,37,Fly,200,129.48,F,120.28,Y,2,7,6,8,120.54,120.36,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,95,ECCE4779628F48,Madison,Hartley,F,UKY,37,Fly,200,129.48,P,120.37,Y,1,1,7,10,120.29,120.49,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,96,220E669DD11B4A,Jack,Haywood,M,UKY,6,Free,500,280.10,F,265.68,Y,2,7,3,11,265.76,265.79,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,96,220E669DD11B4A,Jack,Haywood,M,UKY,6,Free,500,280.10,P,270.29,Y,3,1,6,14,270.43,270.35,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,96,220E669DD11B4A,Jack,Haywood,M,UKY,22,Free,200,103.88,F,98.89,Y,1,6,5,13,99.03,99.00,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,96,220E669DD11B4A,Jack,Haywood,M,UKY,22,Free,200,103.88,P,98.68,Y,1,5,1,14,98.89,98.87,0.79
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,96,220E669DD11B4A,Jack,Haywood,M,UKY,34,Free,100,47.42,P,45.51,Y,1,6,5,25,45.80,46.80,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,97,8C10FAED3E324C,Carson,Hick,M,UKY,6,Free,500,264.87,F,255.45,Y,4,4,1,1,255.66,255.66,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,97,8C10FAED3E324C,Carson,Hick,M,UKY,6,Free,500,264.87,P,256.64,Y,2,5,1,1,256.60,256.70,0.91
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,97,8C10FAED3E324C,Carson,Hick,M,UKY,20,Medley,400,235.23,F,229.09,Y,1,5,1,9,229.32,229.29,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,97,8C10FAED3E324C,Carson,Hick,M,UKY,20,Medley,400,235.23,P,235.50,Y,2,2,5,10,235.64,235.61,0.82
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,97,8C10FAED3E324C,Carson,Hick,M,UKY,30,Free,1650,542.15,F,883.70,Y,2,4,1,1,883.72,883.81,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,98,E0E2BEF29A2E42,Paige,Housman,F,UKY,5,Free,500,316.78,F,291.12,Y,1,1,8,16,291.25,291.31,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,98,E0E2BEF29A2E42,Paige,Housman,F,UKY,5,Free,500,316.78,P,291.61,Y,2,8,7,16,291.53,291.57,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,98,E0E2BEF29A2E42,Paige,Housman,F,UKY,19,Medley,400,280.23,F,259.73,Y,1,3,5,13,260.06,259.82,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,98,E0E2BEF29A2E42,Paige,Housman,F,UKY,19,Medley,400,280.23,P,259.54,Y,3,7,5,11,259.72,259.69,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,98,E0E2BEF29A2E42,Paige,Housman,F,UKY,29,Free,1650,644.04,F,1008.69,Y,1,2,2,8,1008.91,1008.96,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,98,E0E2BEF29A2E42,Paige,Housman,F,UKY,37,Fly,200,140.13,P,0.00,Y,1,8,0,0,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,99,000C668D887F42,Megan,Hutchins,F,UKY,7,Medley,200,133.83,P,129.02,Y,1,1,7,29,129.13,129.13,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,99,000C668D887F42,Megan,Hutchins,F,UKY,19,Medley,400,281.00,F,269.55,Y,1,1,7,15,269.71,269.67,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,99,000C668D887F42,Megan,Hutchins,F,UKY,19,Medley,400,281.00,P,271.59,Y,2,7,6,17,271.71,271.57,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,99,000C668D887F42,Megan,Hutchins,F,UKY,37,Fly,200,129.73,F,126.34,Y,1,7,6,14,126.33,126.21,0.73
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,99,000C668D887F42,Megan,Hutchins,F,UKY,37,Fly,200,129.73,P,128.33,Y,2,8,7,14,128.55,128.28,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,100,C86B1B047FA341,Logan,Ingerick,M,UKY,8,Medley,200,118.23,F,105.80,Y,3,6,4,6,106.11,105.98,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,100,C86B1B047FA341,Logan,Ingerick,M,UKY,8,Medley,200,118.23,P,106.11,Y,2,8,2,6,106.38,106.27,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,100,C86B1B047FA341,Logan,Ingerick,M,UKY,18,Fly,100,51.05,F,48.29,Y,3,7,6,8,48.37,48.40,0.60
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,100,C86B1B047FA341,Logan,Ingerick,M,UKY,18,Fly,100,51.05,P,48.01,Y,2,1,4,12,48.06,48.22,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,100,C86B1B047FA341,Logan,Ingerick,M,UKY,22,Free,200,101.23,P,0.00,Y,3,1,0,0,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,100,C86B1B047FA341,Logan,Ingerick,M,UKY,32,Back,200,115.68,F,104.10,Y,2,6,5,7,104.23,104.24,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,100,C86B1B047FA341,Logan,Ingerick,M,UKY,32,Back,200,115.68,P,104.27,Y,2,1,3,7,104.36,104.40,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,101,24CA40968E9CA7,Landon,Isler,M,UKY,12,3m,6,249.83,F,292.85,Y,1,5,10,10,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,101,24CA40968E9CA7,Landon,Isler,M,UKY,12,3m,6,249.83,P,277.15,Y,1,5,8,8,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,101,24CA40968E9CA7,Landon,Isler,M,UKY,28,1m,6,271.40,F,259.80,Y,1,4,9,9,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,101,24CA40968E9CA7,Landon,Isler,M,UKY,28,1m,6,271.40,P,245.35,Y,1,1,9,9,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,101,24CA40968E9CA7,Landon,Isler,M,UKY,40,10m,6,0.00,F,202.05,Y,1,5,8,11,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,102,A21E9B04C6B649,Drew,Johnson,M,UKY,10,Free,50,20.74,F,20.16,Y,2,8,6,14,20.41,20.34,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,102,A21E9B04C6B649,Drew,Johnson,M,UKY,10,Free,50,20.74,P,20.17,Y,3,7,6,16,20.35,20.31,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,102,A21E9B04C6B649,Drew,Johnson,M,UKY,18,Fly,100,51.23,F,47.78,Y,1,5,1,17,47.92,47.97,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,102,A21E9B04C6B649,Drew,Johnson,M,UKY,18,Fly,100,51.23,P,49.33,Y,4,8,7,20,49.44,49.44,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,102,A21E9B04C6B649,Drew,Johnson,M,UKY,34,Free,100,46.43,F,44.77,Y,1,6,4,20,44.87,44.89,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,102,A21E9B04C6B649,Drew,Johnson,M,UKY,34,Free,100,46.43,P,45.06,Y,4,8,7,20,45.28,45.16,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,103,D1D4D207386D4E,Katelyn,Jost,F,UKY,5,Free,500,298.21,F,287.63,Y,1,2,3,11,287.77,287.90,0.77
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,103,D1D4D207386D4E,Katelyn,Jost,F,UKY,5,Free,500,298.21,P,291.01,Y,2,7,5,13,291.20,291.04,0.79
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,103,D1D4D207386D4E,Katelyn,Jost,F,UKY,21,Free,200,112.81,F,108.10,Y,3,2,6,8,108.25,108.28,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,103,D1D4D207386D4E,Katelyn,Jost,F,UKY,21,Free,200,112.81,P,108.40,Y,1,4,1,15,108.59,108.68,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,103,D1D4D207386D4E,Katelyn,Jost,F,UKY,29,Free,1650,660.23,F,1006.59,Y,1,3,1,7,1006.71,1006.76,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,103,D1D4D207386D4E,Katelyn,Jost,F,UKY,33,Free,100,52.48,F,50.57,Y,2,7,6,8,50.64,50.58,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,103,D1D4D207386D4E,Katelyn,Jost,F,UKY,33,Free,100,52.48,P,50.76,Y,1,7,6,13,50.91,50.75,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,104,045C4E53922A18,Piotr,Kowalczyk,M,UKY,10,Free,50,20.66,F,20.18,Y,2,1,7,15,20.31,20.31,0.60
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,104,045C4E53922A18,Piotr,Kowalczyk,M,UKY,10,Free,50,20.66,P,20.12,Y,4,7,5,15,20.08,20.12,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,104,045C4E53922A18,Piotr,Kowalczyk,M,UKY,26,Back,100,52.13,F,49.86,Y,1,1,8,16,50.09,49.99,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,104,045C4E53922A18,Piotr,Kowalczyk,M,UKY,26,Back,100,52.13,P,48.61,Y,2,8,5,17,48.73,48.65,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,104,045C4E53922A18,Piotr,Kowalczyk,M,UKY,34,Free,100,46.71,F,44.44,Y,1,5,3,19,44.69,44.66,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,104,045C4E53922A18,Piotr,Kowalczyk,M,UKY,34,Free,100,46.71,P,44.63,Y,2,8,6,18,45.00,44.76,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,105,63767302DC424F,Alec,Lampen,M,UKY,10,Free,50,21.22,F,20.49,Y,1,2,2,18,20.67,20.63,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,105,63767302DC424F,Alec,Lampen,M,UKY,10,Free,50,21.22,P,20.56,Y,4,8,7,21,20.89,20.73,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,105,63767302DC424F,Alec,Lampen,M,UKY,26,Back,100,51.38,P,50.65,Y,3,8,8,22,50.87,50.82,0.62
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,105,63767302DC424F,Alec,Lampen,M,UKY,34,Free,100,47.23,F,44.61,Y,2,1,8,16,45.02,44.78,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,105,63767302DC424F,Alec,Lampen,M,UKY,34,Free,100,47.23,P,44.25,Y,1,3,1,15,44.44,44.44,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,106,79B54C75BED941,Sean,Mackey,M,UKY,6,Free,500,288.35,F,268.04,Y,1,3,2,18,268.26,268.06,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,106,79B54C75BED941,Sean,Mackey,M,UKY,6,Free,500,288.35,P,272.29,Y,1,1,6,19,272.27,272.31,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,106,79B54C75BED941,Sean,Mackey,M,UKY,20,Medley,400,250.77,F,238.48,Y,1,6,4,12,238.65,238.60,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,106,79B54C75BED941,Sean,Mackey,M,UKY,20,Medley,400,250.77,P,239.35,Y,2,8,7,13,239.52,239.46,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,106,79B54C75BED941,Sean,Mackey,M,UKY,30,Free,1650,599.18,F,971.25,Y,1,6,2,9,971.34,971.61,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,107,E9FC2B52708A47,Claire,McDaniels,F,UKY,11,1m,6,265.80,F,260.85,Y,1,1,7,7,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,107,E9FC2B52708A47,Claire,McDaniels,F,UKY,11,1m,6,265.80,P,268.00,Y,1,9,2,2,0.00,0.00,
